congress,latestAction,number,purpose,type,updateDate,url,description
118,,3193,,SAMDT,2024-07-29T23:35:16Z,https://api.congress.gov/v3/amendment/118/samdt/3193?format=json,
118,,3190,,SAMDT,2024-07-29T20:57:39Z,https://api.congress.gov/v3/amendment/118/samdt/3190?format=json,
118,,3191,,SAMDT,2024-07-30T16:18:01Z,https://api.congress.gov/v3/amendment/118/samdt/3191?format=json,
118,,3186,,SAMDT,2024-07-29T20:49:41Z,https://api.congress.gov/v3/amendment/118/samdt/3186?format=json,
118,,3183,,SAMDT,2024-07-29T20:58:04Z,https://api.congress.gov/v3/amendment/118/samdt/3183?format=json,
118,,3185,,SAMDT,2024-07-29T20:49:26Z,https://api.congress.gov/v3/amendment/118/samdt/3185?format=json,
118,,3187,,SAMDT,2024-07-29T20:54:52Z,https://api.congress.gov/v3/amendment/118/samdt/3187?format=json,
118,"{'actionDate': '2024-07-25', 'text': 'SA 3025 fell when when SA 3024 fell.'}",3025,To add an effective date.,SAMDT,2024-07-27T11:08:20Z,https://api.congress.gov/v3/amendment/118/samdt/3025?format=json,
118,"{'actionDate': '2024-07-25', 'text': 'SA 3024 fell when SA 3023 (the instructions of the motion to refer) fell.'}",3024,To add an effective date.,SAMDT,2024-07-27T11:08:21Z,https://api.congress.gov/v3/amendment/118/samdt/3024?format=json,
118,"{'actionDate': '2024-07-25', 'text': 'SA 3023 fell when cloture invoked on the motion to concur in the House amendment to S. 2073.'}",3023,To add an effective date.,SAMDT,2024-07-27T11:08:21Z,https://api.congress.gov/v3/amendment/118/samdt/3023?format=json,
118,"{'actionDate': '2024-07-25', 'text': 'On agreeing to the Rules amendment (A001) Agreed to without objection.'}",1177,,HAMDT,2024-07-26T08:09:17Z,https://api.congress.gov/v3/amendment/118/hamdt/1177?format=json,"Pursuant to the provisions of H. Res. 1376, the amendment printed in House Report 118-607 is considered adopted."
118,,3179,,SAMDT,2024-07-25T19:54:53Z,https://api.congress.gov/v3/amendment/118/samdt/3179?format=json,
118,,3173,,SAMDT,2024-07-25T17:08:04Z,https://api.congress.gov/v3/amendment/118/samdt/3173?format=json,
118,,3172,,SAMDT,2024-07-25T17:07:31Z,https://api.congress.gov/v3/amendment/118/samdt/3172?format=json,
118,,3170,,SAMDT,2024-07-25T14:29:49Z,https://api.congress.gov/v3/amendment/118/samdt/3170?format=json,
118,,3178,,SAMDT,2024-07-25T19:54:41Z,https://api.congress.gov/v3/amendment/118/samdt/3178?format=json,
118,,3180,,SAMDT,2024-07-25T19:55:05Z,https://api.congress.gov/v3/amendment/118/samdt/3180?format=json,
118,,3177,,SAMDT,2024-09-12T16:13:03Z,https://api.congress.gov/v3/amendment/118/samdt/3177?format=json,
118,,3174,,SAMDT,2024-07-25T17:07:51Z,https://api.congress.gov/v3/amendment/118/samdt/3174?format=json,
118,,3171,,SAMDT,2024-07-25T15:09:47Z,https://api.congress.gov/v3/amendment/118/samdt/3171?format=json,
118,,3175,,SAMDT,2024-07-25T17:08:17Z,https://api.congress.gov/v3/amendment/118/samdt/3175?format=json,
118,,3176,,SAMDT,2024-07-25T17:43:08Z,https://api.congress.gov/v3/amendment/118/samdt/3176?format=json,
118,"{'actionDate': '2024-07-24', 'actionTime': '21:43:32', 'text': 'On agreeing to the Tenney amendment (A052) Failed by recorded vote: 160 - 256, 1 Present (Roll no. 398).'}",1174,,HAMDT,2024-07-26T14:07:47Z,https://api.congress.gov/v3/amendment/118/hamdt/1174?format=json,An amendment numbered 91 printed in Part B of House Report 118-602 to reduce the salary of the Chair of the Council on Environmental Quality Brenda Mallory to $1.
118,"{'actionDate': '2024-07-24', 'actionTime': '21:38:43', 'text': 'On agreeing to the Perry amendment (A048) Agreed to by recorded vote: 210 - 204 (Roll no. 397).'}",1170,,HAMDT,2024-07-26T14:06:59Z,https://api.congress.gov/v3/amendment/118/hamdt/1170?format=json,An amendment numbered 85 printed in Part B of House Report 118-602 to prohibit funds made available by this Act to be used for environmental justice activities.
118,"{'actionDate': '2024-07-24', 'actionTime': '21:35:37', 'text': 'On agreeing to the Perry amendment (A046) Failed by recorded vote: 173 - 243 (Roll no. 396).'}",1168,"Amendment sought to reduce funding for the Council on Environmental Quality by $1,000,000 and apply the savings to the spending reduction account.",HAMDT,2024-07-26T14:06:19Z,https://api.congress.gov/v3/amendment/118/hamdt/1168?format=json,An amendment numbered 83 printed in Part B of House Report 118-602 to eliminate funding for the Council on Environmental Quality and moves the funding to the spending reduction account.
118,"{'actionDate': '2024-07-24', 'actionTime': '21:32:39', 'text': 'On agreeing to the Perry amendment (A045) Failed by recorded vote: 185 - 231 (Roll no. 395).'}",1167,"Amendment sought to prohibit the use of funds for the EPA to take any ""backstop"" actions related to the Chesapeake Bay TMDL.",HAMDT,2024-07-26T14:05:50Z,https://api.congress.gov/v3/amendment/118/hamdt/1167?format=json,"An amendment numbered 82 printed in Part B of House Report 118-602 to prohibit the use of funds for the EPA to take any ""backstop"" actions related to the Chesapeake Bay TMDL."
118,"{'actionDate': '2024-07-24', 'actionTime': '21:29:03', 'text': 'On agreeing to the Perry amendment (A044) Failed by recorded vote: 207 - 211 (Roll no. 394).'}",1166,"Amendment sought to clarify that no funds made available by this Act may be used to give formal notification under, or prepare, propose, implement, administer, or enforce any rule recommendation pursuant to section 115 of the Clean Air Act relating to international air pollution and policy initiatives.",HAMDT,2024-08-16T08:09:14Z,https://api.congress.gov/v3/amendment/118/hamdt/1166?format=json,"An amendment numbered 81 printed in Part B of House Report 118-602 to prohibit the use of funds to give formal notification under, or prepare, propose, implement, administer, or enforce any rule or recommendation pursuant to, section 115 of the Clean Air Act."
118,"{'actionDate': '2024-07-24', 'actionTime': '17:18:55', 'text': 'On agreeing to the Tiffany amendment (A054) Agreed to by voice vote.'}",1176,,HAMDT,2024-07-26T13:55:48Z,https://api.congress.gov/v3/amendment/118/hamdt/1176?format=json,An amendment numbered 93 printed in Part B of House Report 118-602 to strike funding for the removal of roads that are no longer needed.
118,"{'actionDate': '2024-07-24', 'actionTime': '17:12:57', 'text': 'On agreeing to the Tenney amendment (A053) Agreed to by voice vote.'}",1175,,HAMDT,2024-07-26T13:55:03Z,https://api.congress.gov/v3/amendment/118/hamdt/1175?format=json,"An amendment numbered 92 printed in Part B of House Report 118-602 to prohibit funding for Executive Order 14019, relating to Promoting Access to Voting."
118,"{'actionDate': '2024-07-24', 'actionTime': '17:02:15', 'text': 'On agreeing to the Stauber amendment (A051) Agreed to by voice vote.'}",1173,,HAMDT,2024-07-26T13:53:46Z,https://api.congress.gov/v3/amendment/118/hamdt/1173?format=json,An amendment numbered 90 printed in Part B of House Report 118-602 to prohibit any funds from being used to expand the Boundary Waters Canoe Area Wilderness.
118,"{'actionDate': '2024-07-24', 'actionTime': '16:53:33', 'text': 'On agreeing to the Stauber amendment (A050) Agreed to by voice vote.'}",1172,,HAMDT,2024-07-26T13:52:50Z,https://api.congress.gov/v3/amendment/118/hamdt/1172?format=json,An amendment numbered 89 printed in Part B of House Report 118-602 to prohibit any funds being used to designate the Boundary Waters Canoe Area Wilderness as a national monument under the Antiquities Act.
118,"{'actionDate': '2024-07-24', 'actionTime': '16:45:16', 'text': 'On agreeing to the Stauber amendment (A049) Agreed to by voice vote.'}",1171,,HAMDT,2024-07-26T13:52:12Z,https://api.congress.gov/v3/amendment/118/hamdt/1171?format=json,An amendment numbered 88 printed in Part B of House Report 118-602 to ensure States and other cooperating entities that provide search and rescue services on Federal lands can receive reimbursement.
118,"{'actionDate': '2024-07-24', 'actionTime': '16:35:08', 'text': 'On agreeing to the Perry amendment (A047) Agreed to by voice vote.'}",1169,,HAMDT,2024-07-26T13:49:51Z,https://api.congress.gov/v3/amendment/118/hamdt/1169?format=json,An amendment numbered 84 printed in Part B of House Report 118-602 to prohibit the EPA from redesignating the Permian Basin as in nonattainment for ozone.
118,"{'actionDate': '2024-07-24', 'actionTime': '16:06:23', 'text': 'On agreeing to the Palmer amendment (A043) Agreed to by voice vote.'}",1165,,HAMDT,2024-07-26T13:47:01Z,https://api.congress.gov/v3/amendment/118/hamdt/1165?format=json,"An amendment numbered 80 printed in Part B of House Report 118-602 to prohibit funds from being used to implement, administer, or enforce the final rule entitled ""National Emission Standards for Hazardous Air Pollutants: Lime Manufacturing Plants Technology Review""."
118,"{'actionDate': '2024-07-24', 'actionTime': '11:14:35', 'text': 'On agreeing to the Miller (IL) amendment (A035) Failed by recorded vote: 148 - 267, 1 Present (Roll no. 390).'}",1157,,HAMDT,2024-07-26T13:43:30Z,https://api.congress.gov/v3/amendment/118/hamdt/1157?format=json,"An amendment numbered 57 printed in Part B of House Report 118-602 to reduce the salary of Ya-Wei (Jake) Li, Deputy Assistant Administrator for Pesticide Programs, to $1."
118,"{'actionDate': '2024-07-24', 'actionTime': '11:10:51', 'text': 'On agreeing to the Harshbarger amendment (A030) Failed by recorded vote: 174 - 239 (Roll no. 389). (consideration: CR H4875-4876)'}",1152,,HAMDT,2024-07-26T13:42:45Z,https://api.congress.gov/v3/amendment/118/hamdt/1152?format=json,An amendment numbered 45 printed in Part B of House Report 118-602 to prohibit funding for the U.S. Board on Geographic Names.
118,"{'actionDate': '2024-07-24', 'actionTime': '11:06:38', 'text': 'On agreeing to the Brecheen amendment (A023) Agreed to by recorded vote: 211 - 202 (Roll no. 388). (consideration: CR H4875)'}",1145,,HAMDT,2024-07-26T13:42:10Z,https://api.congress.gov/v3/amendment/118/hamdt/1145?format=json,"An amendment numbered 25 printed in Part B of House Report 118-602 to prohibit funding for any diversity, equity, and inclusion program or office."
118,"{'actionDate': '2024-07-24', 'actionTime': '11:01:12', 'text': 'On agreeing to the Brecheen amendment (A022) Failed by recorded vote: 156 - 236 (Roll no. 387). (consideration: CR H4874-4875)'}",1144,"Amendment sought to reduce the account for the Woodrow Wilson International Center for Scholars, Salaries and Expenses by $12 million and apply the savings to the Spending Reduction Account.",HAMDT,2024-07-26T13:41:22Z,https://api.congress.gov/v3/amendment/118/hamdt/1144?format=json,An amendment numbered 24 printed in Part B of House Report 118-602 to defund the Woodrow Wilson International Center for Scholars and moves its $12 million in appropriations to the spending reduction account.
118,"{'actionDate': '2024-07-24', 'actionTime': '10:34:51', 'text': 'On agreeing to the Palmer amendment (A042) Agreed to by voice vote.'}",1164,,HAMDT,2024-07-26T13:40:23Z,https://api.congress.gov/v3/amendment/118/hamdt/1164?format=json,An amendment numbered 79 printed in Part B of House Report 118-602 to prohibit the EPA from using funds to arm agents as part of the agency's criminal enforcement division.
118,"{'actionDate': '2024-07-24', 'actionTime': '10:26:44', 'text': 'On agreeing to the Ogles amendment (A041) Agreed to by voice vote.'}",1163,,HAMDT,2024-07-26T13:39:32Z,https://api.congress.gov/v3/amendment/118/hamdt/1163?format=json,An amendment numbered 78 printed in Part B of House Report 118-602 to prohibit funds to be used by the Environmental Protection Agency for the U.S. Global Change Research Program.
118,"{'actionDate': '2024-07-24', 'actionTime': '10:16:42', 'text': 'On agreeing to the Ogles amendment (A040) Agreed to by voice vote.'}",1162,,HAMDT,2024-07-26T13:38:51Z,https://api.congress.gov/v3/amendment/118/hamdt/1162?format=json,An amendment numbered 77 printed in Part B of House Report 118-602 to prohibit funds for the Environmental Financial Advisory Board of the Environmental Protection Agency.
118,"{'actionDate': '2024-07-24', 'actionTime': '10:13:04', 'text': 'On agreeing to the Ogles amendment (A039) Agreed to by voice vote.'}",1161,,HAMDT,2024-07-26T13:38:12Z,https://api.congress.gov/v3/amendment/118/hamdt/1161?format=json,An amendment numbered 76 printed in Part B of House Report 118-602 to prohibit funds to carry out the provisions of section 50262 of Public Law 117-169 (Inflation Reduction Act).
118,"{'actionDate': '2024-07-24', 'actionTime': '10:04:30', 'text': 'On agreeing to the Obernolte amendment (A038) Agreed to by voice vote.'}",1160,,HAMDT,2024-07-26T13:37:24Z,https://api.congress.gov/v3/amendment/118/hamdt/1160?format=json,An amendment numbered 75 printed in Part B of House Report 118-602 to prohibit any funds made available by this Act from being used by the Environmental Protection Agency to approve a waiver for the California Air Resources Board's In-Use Locomotive Regulation.
118,"{'actionDate': '2024-07-24', 'actionTime': '09:56:58', 'text': 'On agreeing to the Miller (IL) amendment (A037) Agreed to by voice vote.'}",1159,,HAMDT,2024-07-26T13:36:26Z,https://api.congress.gov/v3/amendment/118/hamdt/1159?format=json,"An amendment numbered 73 printed in Part B of House Report 118-602 to prohibit funding for the rule titled ""Control of Air Pollution From New Motor Vehicles: Heavy- Duty Engine and Vehicle Standards.""."
118,"{'actionDate': '2024-07-24', 'actionTime': '09:53:25', 'text': 'On agreeing to the Miller (IL) amendment (A036) Agreed to by voice vote.'}",1158,,HAMDT,2024-07-26T13:35:58Z,https://api.congress.gov/v3/amendment/118/hamdt/1158?format=json,"An amendment numbered 72 printed in Part B of House Report 118-602 to prohibit funding for the Environmental Protection Agency's Justice, Equity, Diversity and Inclusion Workgroup."
118,"{'actionDate': '2024-07-24', 'actionTime': '09:46:33', 'text': 'On agreeing to the McCormick amendment (A034) Agreed to by voice vote.'}",1156,,HAMDT,2024-07-26T13:34:49Z,https://api.congress.gov/v3/amendment/118/hamdt/1156?format=json,An amendment numbered 56 printed in Part B of House Report 118-602 to reduce funding for the Environmental Protection Agency (EPA) Environmental Programs and Management account by $7 million and redirect $5 million to the EPA OIG for increased oversight of the EPA.
118,,3067,,SAMDT,2024-07-24T15:54:42Z,https://api.congress.gov/v3/amendment/118/samdt/3067?format=json,
118,,3066,,SAMDT,2024-07-24T15:54:42Z,https://api.congress.gov/v3/amendment/118/samdt/3066?format=json,
118,,3068,,SAMDT,2024-07-24T15:54:59Z,https://api.congress.gov/v3/amendment/118/samdt/3068?format=json,
118,,3064,,SAMDT,2024-07-24T15:54:42Z,https://api.congress.gov/v3/amendment/118/samdt/3064?format=json,
118,,3062,,SAMDT,2024-07-31T17:30:27Z,https://api.congress.gov/v3/amendment/118/samdt/3062?format=json,
118,,3065,,SAMDT,2024-07-24T15:54:42Z,https://api.congress.gov/v3/amendment/118/samdt/3065?format=json,
118,,3069,,SAMDT,2024-07-24T15:55:16Z,https://api.congress.gov/v3/amendment/118/samdt/3069?format=json,
118,,3057,,SAMDT,2024-07-24T15:03:00Z,https://api.congress.gov/v3/amendment/118/samdt/3057?format=json,
118,,3054,,SAMDT,2024-07-24T15:02:24Z,https://api.congress.gov/v3/amendment/118/samdt/3054?format=json,
118,,3058,,SAMDT,2024-07-24T15:03:12Z,https://api.congress.gov/v3/amendment/118/samdt/3058?format=json,
118,,3050,,SAMDT,2024-07-24T14:18:26Z,https://api.congress.gov/v3/amendment/118/samdt/3050?format=json,
118,,3051,,SAMDT,2024-07-24T15:01:52Z,https://api.congress.gov/v3/amendment/118/samdt/3051?format=json,
118,,3059,,SAMDT,2024-07-24T15:11:46Z,https://api.congress.gov/v3/amendment/118/samdt/3059?format=json,
118,,3070,,SAMDT,2024-07-24T15:55:28Z,https://api.congress.gov/v3/amendment/118/samdt/3070?format=json,
118,,3071,,SAMDT,2024-07-24T15:55:44Z,https://api.congress.gov/v3/amendment/118/samdt/3071?format=json,
118,,3073,,SAMDT,2024-07-24T15:56:23Z,https://api.congress.gov/v3/amendment/118/samdt/3073?format=json,
118,,3072,,SAMDT,2024-07-24T15:56:05Z,https://api.congress.gov/v3/amendment/118/samdt/3072?format=json,
118,,3167,,SAMDT,2024-07-24T23:32:03Z,https://api.congress.gov/v3/amendment/118/samdt/3167?format=json,
118,,3166,,SAMDT,2024-07-24T23:31:49Z,https://api.congress.gov/v3/amendment/118/samdt/3166?format=json,
118,,3168,,SAMDT,2024-07-24T23:35:31Z,https://api.congress.gov/v3/amendment/118/samdt/3168?format=json,
118,,3164,,SAMDT,2024-07-24T23:31:10Z,https://api.congress.gov/v3/amendment/118/samdt/3164?format=json,
118,,3074,,SAMDT,2024-07-24T15:56:42Z,https://api.congress.gov/v3/amendment/118/samdt/3074?format=json,
118,,3165,,SAMDT,2024-07-24T23:31:26Z,https://api.congress.gov/v3/amendment/118/samdt/3165?format=json,
118,,3169,,SAMDT,2024-07-30T22:21:03Z,https://api.congress.gov/v3/amendment/118/samdt/3169?format=json,
118,,3159,,SAMDT,2024-07-24T22:26:48Z,https://api.congress.gov/v3/amendment/118/samdt/3159?format=json,
118,,3158,,SAMDT,2024-07-24T22:26:30Z,https://api.congress.gov/v3/amendment/118/samdt/3158?format=json,
118,,3160,,SAMDT,2024-07-24T22:33:52Z,https://api.congress.gov/v3/amendment/118/samdt/3160?format=json,
118,,3156,,SAMDT,2024-07-24T22:26:07Z,https://api.congress.gov/v3/amendment/118/samdt/3156?format=json,
118,,3155,,SAMDT,2024-07-24T22:25:59Z,https://api.congress.gov/v3/amendment/118/samdt/3155?format=json,
118,,3157,,SAMDT,2024-07-24T22:26:17Z,https://api.congress.gov/v3/amendment/118/samdt/3157?format=json,
118,,3161,,SAMDT,2024-07-24T22:34:07Z,https://api.congress.gov/v3/amendment/118/samdt/3161?format=json,
118,,3152,,SAMDT,2024-07-24T22:25:24Z,https://api.congress.gov/v3/amendment/118/samdt/3152?format=json,
118,,3052,,SAMDT,2024-07-24T15:02:03Z,https://api.congress.gov/v3/amendment/118/samdt/3052?format=json,
118,,3053,,SAMDT,2024-07-24T15:02:13Z,https://api.congress.gov/v3/amendment/118/samdt/3053?format=json,
118,,3055,,SAMDT,2024-07-24T15:02:34Z,https://api.congress.gov/v3/amendment/118/samdt/3055?format=json,
118,,3056,,SAMDT,2024-07-24T15:02:49Z,https://api.congress.gov/v3/amendment/118/samdt/3056?format=json,
118,,3060,,SAMDT,2024-07-24T15:54:01Z,https://api.congress.gov/v3/amendment/118/samdt/3060?format=json,
118,,3061,,SAMDT,2024-07-24T15:53:43Z,https://api.congress.gov/v3/amendment/118/samdt/3061?format=json,
118,,3063,,SAMDT,2024-07-24T15:54:42Z,https://api.congress.gov/v3/amendment/118/samdt/3063?format=json,
118,,3151,,SAMDT,2024-07-24T22:25:16Z,https://api.congress.gov/v3/amendment/118/samdt/3151?format=json,
