create_date,election_date,election_district,election_notes,election_party,election_state,election_type_full,election_type_id,election_year,office_sought,primary_general_date,update_date
2023-07-06T16:32:20,2024-03-05, ,,,NC,Primary election,P,2024,P,2023-07-06,
2023-07-06T17:18:54,2024-03-05, ,,,OK,Primary election,P,2024,P,2023-07-06,
2023-07-07T10:42:08,2024-03-05,,,,TN,Primary election,P,2024,P,2023-07-07,
2023-07-07T10:42:08,2024-03-05,,,,TX,Primary election,P,2024,P,2023-07-07,
2023-07-07T10:46:51,2024-03-05, ,,,TX,Primary election,P,2024,H,2023-07-07,
2023-07-07T10:46:51,2024-03-05, ,,,TX,Primary election,P,2024,S,2023-07-07,
2023-07-07T10:53:50,2024-03-05,,,,VT,Primary election,P,2024,P,2023-07-07,
2023-07-07T10:53:50,2024-03-05,,,,VA,Primary election,P,2024,P,2023-07-07,
2023-07-07T10:53:50,2024-03-05, ,,DEM,UT,Primary election,P,2024,P,2023-07-07,2023-12-18T15:00:33
2023-07-06T13:10:05,2024-03-05, ,,DEM,AS,,CAU,2024,P,2023-07-06,2023-10-26T15:28:28
2023-12-18T15:15:54,2024-03-05, ,,REP,UT,,CAU,2024,P,2023-12-18,
2023-12-18T15:47:03,2024-03-05, ,,DEM,IA,,CAU,2024,P,2023-12-18,
2024-01-16T15:26:24,2024-03-05, ,Sen. Dianne Feinstein's Seat,,CA,Special primary,SP,2024,S,2024-01-16,2024-01-16T15:26:51
2023-12-18T15:44:31,2024-03-04, ,,REP,ND,,CAU,2024,P,2023-12-18,
2023-12-14T12:27:33,2024-03-02, ,,LIB,IN,Convention,C,2024,H,2023-12-14,
2023-12-14T12:27:33,2024-03-02, ,,LIB,IN,Convention,C,2024,S,2023-12-14,
2023-07-06T15:25:14,2024-03-02, ,,REP,ID,,CAU,2024,P,2023-07-06,2023-10-26T15:30:07
2023-10-26T15:32:31,2024-03-02, ,,REP,MO,,CAU,2024,P,2023-10-26,
2023-07-06T16:06:08,2024-02-27, ,,,MI,Primary election,P,2024,P,2023-07-06,
2023-07-06T17:29:16,2024-02-24, ,,REP,SC,Primary election,P,2024,P,2023-07-06,2023-10-26T15:37:44
2023-12-14T15:29:39,2024-02-13,03,Rep. George Santos' seat.,,NY,Special election general,SG,2024,H,2023-12-14,
2023-10-26T15:33:22,2024-02-08,,,REP,NV,,CAU,2024,P,2023-10-26,
2023-10-26T15:33:22,2024-02-08,,,REP,VI,,CAU,2024,P,2023-10-26,
2023-07-06T16:16:28,2024-02-06, ,,,NV,Primary election,P,2024,P,2023-07-06,
2023-07-06T17:28:27,2024-02-03, ,,DEM,SC,Primary election,P,2024,P,2023-07-06,2023-10-26T15:37:26
2023-12-18T15:45:18,2024-01-23, ,,,NH,Primary election,P,2024,P,2023-12-18,
2023-10-26T15:31:00,2024-01-15, ,,REP,IA,,CAU,2024,P,2023-10-26,2023-10-26T15:31:26
2023-06-28T16:57:02,2023-11-21,02,Rep. Chris Stewart's Seat,,UT,Special election general,SG,2023,H,2023-06-28,
2023-06-28T16:55:39,2023-11-07,01,Rep. David Cicilline's Seat,,RI,Special election general,SG,2023,H,2023-06-28,
2023-06-28T16:54:59,2023-09-05,01,Rep. David Cicilline's Seat,,RI,Special primary,SP,2023,H,2023-06-28,
2023-06-28T16:56:13,2023-09-05,02,Rep. Chris Stewart's Seat,,UT,Special primary,SP,2023,H,2023-06-28,
2022-12-30T12:04:29,2023-02-21,04,Rep. A. Donald McEachin's seat.,,VA,Special election general,SG,2023,H,2022-12-30,
2022-01-07T17:08:00,2022-12-10, ,,,LA,General runoff,GR,2022,H,,
2022-01-07T17:08:00,2022-12-10, ,,,LA,General runoff,GR,2022,S,,
2022-01-07T17:31:21,2022-12-06, ,,,GA,General runoff,GR,2022,H,,
2022-01-07T17:31:21,2022-12-06, ,,,GA,General runoff,GR,2022,S,,
2022-01-07T17:29:29,2022-11-22,,,,GU,General runoff,GR,2022,H,,
2022-01-07T17:29:29,2022-11-22,,,,VI,General runoff,GR,2022,H,,
2022-01-13T12:28:09,2022-11-08,,,,AL,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,AK,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,AZ,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,AR,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,CA,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,CO,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,CT,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,FL,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,GA,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,HI,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,ID,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,IL,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,IN,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,IA,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,KS,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,KY,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,MD,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,MO,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,NV,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,NH,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,NY,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,NC,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,ND,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,OH,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,OK,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,OR,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,PA,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,SC,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,SD,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,UT,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,VT,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,WA,General election,G,2022,S,,
2022-01-13T12:28:09,2022-11-08,,,,WI,General election,G,2022,S,,
2022-03-18T10:48:17,2022-11-08, ,Rep. James Inhofe's Seat,,OK,Special election general,SG,2022,S,,
2022-01-07T17:07:32,2022-11-08, ,,,LA,General election,G,2022,H,,
2022-01-07T17:07:32,2022-11-08, ,,,LA,General election,G,2022,S,,
2022-01-13T12:23:20,2022-11-08,,,,AL,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,AK,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,AS,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,AZ,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,AR,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,CA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,CO,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,CT,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,DE,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,DC,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,FL,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,GA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,GU,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,HI,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,ID,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,IL,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,IN,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,IA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,KS,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,KY,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,ME,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MD,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MI,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MN,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MS,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MO,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MT,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NE,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NV,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NH,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NJ,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NM,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NY,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,NC,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,ND,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,MP,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,OH,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,OK,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,OR,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,PA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,RI,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,SC,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,SD,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,TN,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,TX,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,VI,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,UT,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,VT,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,VA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,WA,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,WV,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,WI,General election,G,2022,H,,
2022-01-13T12:23:20,2022-11-08,,,,WY,General election,G,2022,H,,
2022-01-13T12:19:47,2022-11-08, ,Kamala Harris/Alex Padilla Seat,,CA,Special election general,SG,2022,S,,2022-04-04T09:47:11
2022-09-16T14:34:45,2022-11-08,02,Rep. Jackie Walorski's Seat.,,IN,Special election general,SG,2022,H,2022-09-16,
2021-10-08T11:12:14,2022-09-13,,,,DE,Primary election,P,2022,H,,
2021-10-08T11:12:14,2022-09-13,,,,NH,Primary election,P,2022,H,,
2021-10-08T11:12:14,2022-09-13,,,,RI,Primary election,P,2022,H,,
2021-10-08T11:12:33,2022-09-13, ,,,NH,Primary election,P,2022,S,,
2022-02-16T12:52:35,2022-09-06, ,,,MA,Primary election,P,2022,H,,
2021-10-08T11:11:40,2022-08-27, ,,,GU,Primary election,P,2022,H,,
2021-10-12T12:52:23,2022-08-23, ,,,OK,Primary runoff,PR,2022,H,,
2021-10-12T12:52:23,2022-08-23, ,,,OK,Primary runoff,PR,2022,S,,
2021-10-08T11:06:52,2022-08-23, ,Court-ordered change,,NY,Primary election,P,2022,H,,2022-05-06T07:53:59
2021-10-08T11:11:06,2022-08-23, ,,,FL,Primary election,P,2022,H,,
2021-10-08T11:11:06,2022-08-23, ,,,FL,Primary election,P,2022,S,,
2022-03-18T10:47:53,2022-08-23, ,Rep. James Inhofe's Seat,,OK,Special primary runoff,SPR,2022,S,,
2022-06-15T11:50:59,2022-08-23,23,Rep. Tom Reed's Seat,,NY,Special election general,SG,2022,H,2022-06-15,
2022-06-15T11:50:30,2022-08-23, ,District 19.  Rep. Antonio Delgado's Seat,,NY,Special election general,SG,2022,H,2022-06-15,2022-07-01T09:25:08
2021-10-08T11:10:28,2022-08-16,,,,AK,Primary election,P,2022,H,,
2021-10-08T11:10:28,2022-08-16,,,,WY,Primary election,P,2022,H,,
2021-10-08T11:10:43,2022-08-16, ,,,AK,Primary election,P,2022,S,,
2021-10-08T10:30:12,2022-08-16, ,,,SD,Primary runoff,PR,2022,H,,
2021-10-08T10:30:12,2022-08-16, ,,,SD,Primary runoff,PR,2022,S,,
2022-04-04T10:37:49,2022-08-16,00,Rep. Don Young's Seat ,,AK,Special election general,SG,2022,H,2022-04-04,
2021-10-08T11:09:49,2022-08-13, ,,,HI,Primary election,P,2022,H,,
2021-10-08T11:09:49,2022-08-13, ,,,HI,Primary election,P,2022,S,,
2021-10-04T09:18:16,2022-08-09, ,,,MN,Primary election,P,2022,H,,
2021-10-08T11:09:27,2022-08-09,,,,CT,Primary election,P,2022,H,,
2021-10-08T11:09:27,2022-08-09,,,,CT,Primary election,P,2022,S,,
2021-10-08T11:09:27,2022-08-09,,,,VT,Primary election,P,2022,H,,
2021-10-08T11:09:27,2022-08-09,,,,VT,Primary election,P,2022,S,,
2021-10-08T11:09:27,2022-08-09,,,,WI,Primary election,P,2022,H,,
2021-10-08T11:09:27,2022-08-09,,,,WI,Primary election,P,2022,S,,
2022-03-18T10:31:50,2022-08-09,01,Rep. Jim Hagedorn's Seat,,MN,Special election general,SG,2022,H,,
2021-10-08T11:08:46,2022-08-06, ,,,VI,Primary election,P,2022,H,,2021-12-29T15:55:53
2021-10-08T11:08:46,2022-08-04,,,,TN,Primary election,P,2022,H,,
2021-10-08T11:07:42,2022-08-02,,,,KS,Primary election,P,2022,H,,
2021-10-08T11:07:42,2022-08-02,,,,MI,Primary election,P,2022,H,,
2021-10-08T11:07:42,2022-08-02,,,,MO,Primary election,P,2022,H,,
2021-10-08T11:07:42,2022-08-02,,,,WA,Primary election,P,2022,H,,
2021-10-08T11:08:17,2022-08-02,,,,KS,Primary election,P,2022,S,,
2021-10-08T11:08:17,2022-08-02,,,,MO,Primary election,P,2022,S,,
2021-10-08T11:08:17,2022-08-02,,,,WA,Primary election,P,2022,S,,
2021-10-04T09:17:41,2022-08-02, ,,,AZ,Primary election,P,2022,H,,
2021-10-04T09:17:41,2022-08-02, ,,,AZ,Primary election,P,2022,S,,
2022-06-07T15:42:04,2022-07-30, ,Changed from 8/06/2022.,PG,OR,Convention,C,2022,H,2022-06-07,2022-07-13T12:28:46
2022-06-07T15:42:04,2022-07-30, ,Changed from 8/06/2022.,PG,OR,Convention,C,2022,S,2022-06-07,2022-07-13T12:29:12
2021-10-08T10:26:34,2022-07-26, ,,,NC,Primary runoff,PR,2022,H,,2021-12-29T15:56:37
2021-10-08T10:26:34,2022-07-26, ,,,NC,Primary runoff,PR,2022,S,,2021-12-29T15:56:47
2022-06-07T15:38:30,2022-07-23, ,,UST,MI,Convention,C,2022,H,2022-06-07,
2022-06-07T15:39:52,2022-07-22, ,"Louisiana's ""Primary Date"" is the Candidate Filing Deadline of 7/22/2022, in accordance with Commission AO 2000-29.",,LA,Primary election,P,2022,H,2022-06-07,
2022-06-07T15:39:52,2022-07-22, ,"Louisiana's ""Primary Date"" is the Candidate Filing Deadline of 7/22/2022, in accordance with Commission AO 2000-29.",,LA,Primary election,P,2022,S,2022-06-07,
2021-10-08T11:06:52,2022-07-19, ,,,MD,Primary election,P,2022,H,,2022-06-06T13:39:20
2021-10-08T11:06:52,2022-07-19, ,,,MD,Primary election,P,2022,S,,2022-06-06T13:39:45
2022-06-07T15:37:59,2022-07-09, ,,LIB,MI,Convention,C,2022,H,2022-06-07,
2021-10-08T10:29:44,2022-06-28, ,,,SC,Primary runoff,PR,2022,S,,
2021-10-08T11:06:52,2022-06-28,,,,CO,Primary election,P,2022,H,,
2021-10-08T11:06:52,2022-06-28,,,,CO,Primary election,P,2022,S,,
2021-10-08T11:06:52,2022-06-28,,,,IL,Primary election,P,2022,H,,
2021-10-08T11:06:52,2022-06-28,,,,IL,Primary election,P,2022,S,,
2021-10-08T11:06:52,2022-06-28,,,,NY,Primary election,P,2022,S,,
2021-10-08T11:06:52,2022-06-28,,,,UT,Primary election,P,2022,H,,
2021-10-08T11:06:52,2022-06-28,,,,UT,Primary election,P,2022,S,,
2021-10-12T12:51:36,2022-06-28, ,,,OK,Primary election,P,2022,H,,
2021-10-12T12:51:36,2022-06-28, ,,,OK,Primary election,P,2022,S,,
2021-10-08T10:29:20,2022-06-28,,,,MS,Primary runoff,PR,2022,H,,
2021-10-08T10:29:20,2022-06-28,,,,SC,Primary runoff,PR,2022,H,,
2022-03-18T10:47:26,2022-06-28, ,Rep. James Inhofe's Seat,,OK,Special primary,SP,2022,S,,
2022-04-18T09:55:31,2022-06-28,01,Rep. Jeff Fortenberry's Seat,,NE,Special election general,SG,2022,H,2022-04-18,
2021-10-08T11:05:57,2022-06-21,,,,DC,Primary election,P,2022,H,,
2021-10-08T11:05:57,2022-06-21,,,,VA,Primary election,P,2022,H,,
2021-10-08T10:28:41,2022-06-21,,,,AL,Primary runoff,PR,2022,H,,
2021-10-08T10:28:41,2022-06-21,,,,AL,Primary runoff,PR,2022,S,,
2021-10-08T10:28:41,2022-06-21,,,,AR,Primary runoff,PR,2022,H,,
2021-10-08T10:28:41,2022-06-21,,,,AR,Primary runoff,PR,2022,S,,
2021-10-08T10:28:41,2022-06-21,,,,GA,Primary runoff,PR,2022,H,,
2021-10-08T10:28:41,2022-06-21,,,,GA,Primary runoff,PR,2022,S,,
2022-04-05T22:34:20,2022-06-18, ,,LIB,SC,Convention,C,2022,H,2022-04-06,
2022-05-16T15:04:11,2022-06-17, ,Party-run Primary,LIB,OR,Convention,C,2022,H,2022-05-16,2022-06-07T15:41:22
2022-05-16T15:04:11,2022-06-17, ,Party-run Primary,LIB,OR,Convention,C,2022,S,2022-05-16,2022-06-07T15:41:30
2021-10-08T11:04:58,2022-06-14,,,,ME,Primary election,P,2022,H,,
2021-10-08T11:04:58,2022-06-14,,,,NV,Primary election,P,2022,H,,
2021-10-08T11:04:58,2022-06-14,,,,ND,Primary election,P,2022,H,,
2021-10-08T11:04:58,2022-06-14,,,,SC,Primary election,P,2022,H,,
2021-10-08T11:05:29,2022-06-14,,,,NV,Primary election,P,2022,S,,
2021-10-08T11:05:29,2022-06-14,,,,ND,Primary election,P,2022,S,,
2021-10-08T11:05:29,2022-06-14,,,,SC,Primary election,P,2022,S,,
2022-04-18T09:56:35,2022-06-14,34,Rep. Filemon Vela's Seat.,,TX,Special election general,SG,2022,H,2022-04-18,
2022-04-04T09:50:20,2022-06-11,00,Rep. Don Young's Seat,,AK,Special primary,SP,2022,H,2022-04-04,
2021-10-04T09:17:03,2022-06-07, ,,,CA,Primary election,P,2022,H,,
2021-10-04T09:17:03,2022-06-07, ,,,CA,Primary election,P,2022,S,,
2022-01-13T12:19:29,2022-06-07, ,Kamala Harris/Alex Padilla Seat,,CA,Special primary,SP,2022,S,,
2021-10-08T10:27:01,2022-06-07, ,,,SD,Primary election,P,2022,H,,2021-10-08T10:34:05
